NacidoProvincia;Sexo;EstadoCivil;CantHijos;DomicilioPartido;DomicilioProvincia;ComisariaJurisdiccional;Departamental;PoseeLicenciaConducir;TituloSecundario;TipoOtroEstudio;ConoceComputacion;ConoceIngles;ConoceOtros;Edad
BUENOS AIRES;F;Soltera/o;0;3 DE FEBRERO;BUENOS AIRES;CRIA.TRES DE FEBRERO 5TA;JEF.DEP.DE SEG.SAN MARTIN;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;23
BUENOS AIRES;M;Casada/o;1;LA MATANZA;BUENOS AIRES;CRIA.MORON 1RA;JEF.DEP.DE SEG.MORON;SI;HUMANIDADES Y CIENCIAS SOCIALES;No posee;SI;NO;NO;26
BUENOS  AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 2DA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;CIENCIAS SOCIALES;No posee;SI;NO;NO;24
DE BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 1RA;JEF.DEP.DE SEG.QUILMES;NO;SECUNDARIO;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;1;QUILMES;BUENOS AIRES;CRIA.QUILMES 8VA;JEF.DEP.DE SEG.QUILMES;NO;MODALIDAD EDUCACION PERMANENTE DE JOVENES Y ADULTOS;No posee;NO;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;GESTION Y ADMINISTRACION;No posee;SI;NO;NO;25
BS.AS;F;Soltera/o;1;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;GESTIÓN Y ADMINISTRACIÓN;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;GENERAL ALVARADO;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;SI;BACHILLER CIENCIAS SOCIALES;No posee;SI;SI;NO;20
BUENOS AIRES;M;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.LANUS 1RA;JEF.DEP.DE SEG.LANUS;SI;TÍTULO TECNOLÓGICO;Universitario Incompleto;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA ESTE 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;TECNICO ELECTROMECANICO;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 5TA;JEF.DEP.DE SEG.LANUS;NO;SECUNDARIO COMPLETO;No posee;NO;NO;SI;20
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;ECONOMÍA EN ADMINISTRACIÓN DE EMPRESAS;No posee;SI;NO;NO;22
CORRIENTES;M;Casada/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 2DA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER MODALIDAD ECONOMÍA Y GESTIÓN;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;ALMIRANTE BROWN;BUENOS AIRES;CRIA.ALMIRANTE BROWN 8VA;JEF.DEP.DE SEG.ALTE.BROWN;SI;BACHILLERATO CON ORIENTACION EN ECONOMIA Y GESTION;No posee;NO;NO;NO;23
CÓRDOBA;M;Soltera/o;0;CAPITAL;CÓRDOBA;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER EN SISTEMA DE AGROAMBIENTE;No posee;NO;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;CHACABUCO;BUENOS AIRES;CRIA.JUNIN 1RA;JEF.DEP.DE SEG.JUNIN;NO;SECUNDARIO;Terciario Incompleto;SI;SI;NO;22
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;SI;CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;M;Concubinato;2;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;SECUNDARIA;No posee;NO;NO;NO;26
BUENS AIRES;F;Soltera/o;2;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;BACHILLER EN GESTIÓN DE MICROEMPRENDIMIENTOS;No posee;SI;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;20
CÓRDOBA;M;Soltera/o;0;CAPITAL;CÓRDOBA;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER EN COMUNICACIÓN;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;2;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES;No posee;SI;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;CARLOS TEJEDOR;BUENOS AIRES;EST.POL.COM.PEHUAJO;JEF.DEP.DE SEG.PEHUAJO;NO;DIRECCION DE FORMACION PROFECIONAL;Terciario Completo;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;1;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 6TA;JEF.DEP.DE SEG.LANUS;SI;BACHILLER;No posee;NO;NO;NO;24
LA PLATA;M;Soltera/o;2;LA PLATA;BUENOS AIRES;CRIA.MAR DEL PLATA 1RA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLER EN CIENCIA SOCIALES;Universitario Completo;NO;NO;NO;24
FLORENCIO VARELA;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER: ORIENTACION EN CIENCIAS NATURALES;Terciario Completo;SI;SI;SI;25
BUENOS AIRES;F;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER CON ORIENTACIÓN  EN CIENCIAS NATURALES;No posee;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLERATO EN ECONOMÍA Y ADMINISTRACIÓN;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;TITULO SECUNDARIO EN CS.SOCIALES Y HUMANIDADES;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 2DA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;CIENCIAS SOCIALES;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;SECUNDARIO TERMINADO CIENCIA SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER ECONOMIA Y ADMINISTRACION;No posee;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;VILLA GESELL;BUENOS AIRES;CRIA.DE LA COSTA 4TA;JEF.DEP.DE SEG.PINAMAR;NO;BACHILLERATO DE ADULTOS ORIENTACIÓN CIENCIAS SOCIALES;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER;No posee;SI;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 4TA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER CON CONOCIMIENTO I ORIENTACION EN GESTION I ADMINISTRACION MICROEMPRENDIMIENTOS;No posee;SI;SI;SI;25
BUENOS AIRES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 3RA;JEF.DEP.DE SEG.PILAR;NO;TÉCNICO PERSONAL Y PROFESIONAL EN INFORMÁTICA;No posee;SI;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;SAN VICENTE;BUENOS AIRES;SUBCRIA.DOMSELAAR;JEF.DEP.DE SEG.SAN VICENTE;NO;CIENCIA SOCIALES;No posee;SI;SI;NO;21
MISIONES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.LA PLATA 5TA;JEF.DEP.DE SEG.LA PLATA;NO;CIENCIAS NATURALES;No posee;NO;NO;NO;20
CORDOBA;F;Soltera/o;0;VICENTE LOPEZ;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;HUMANIDADES Y CIENCIAS SOCIALES;No posee;SI;SI;NO;20
BUENOS AIRES;F;Soltera/o;0;LANUS;BUENOS AIRES;CRIA.LANUS 10MA;JEF.DEP.DE SEG.LANUS;NO;DIPLOMA TERMINACION DE ESTUDIOS;No posee;SI;SI;NO;20
BUENOS AIRES;M;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLERATO (ECONOMIA Y ADMINISTRACION);No posee;SI;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NORESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN ECONOMIA;No posee;SI;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO EN CIENCIAS ECONÓMICAS;No posee;NO;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 4TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;BACHILLERATO DE ADULTO;No posee;NO;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;9 DE JULIO;BUENOS AIRES;EST.POL.COM.NUEVE DE JULIO;JEF.DEP.DE SEG.PEHUAJO;SI;BACHILLER EN GESTIÓN Y ADMINISTRACIÓN DE EMPRESAS;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;MALVINAS ARGENTINAS;BUENOS AIRES;CRIA.MALVINAS ARGENTINAS 1RA;JEF.DEP.DE SEG.PILAR;NO;EN TRAMITE;No posee;NO;NO;NO;21
BUENOS AIRES;M;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 4TA;JEF.DEP.DE SEG.MORENO;SI;CIENCIAS SOCIALES;No posee;SI;SI;NO;20
JUJUY;F;Soltera/o;0;BERISSO;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLERATO EN CS. NATURALES;No posee;NO;NO;SI;23
BUENOS AIRES;F;Soltera/o;0;ENSENADA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;1;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER EN ECONOMIA Y ADMINISTRACION;No posee;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 6TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;PRIMARIO Y SECUNDARIO;No posee;NO;NO;NO;22
BUENOS AIRES;M;Concubinato;3;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 14TA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;1;MORENO;BUENOS AIRES;CRIA.MORENO 1RA;JEF.DEP.DE SEG.MORENO;NO;BACHILLER CON MODALIDAD EN CIENCIAS NATURALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 9NA;JEF.DEP.DE SEG.LA PLATA;NO;CIENCIAS SOCIALES;Universitario Incompleto;SI;SI;SI;19
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 3RA;JEF.DEP.DE SEG.LA MATANZA;NO;COMUNICACIÓN;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;ESTEBAN ECHEVERRIA;BUENOS AIRES;CRIA.ESTEBAN ECHEVERRIA 1RA;JEF.DEP.DE SEG.ALTE.BROWN;NO;TÍTULO;No posee;SI;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;SI;BACHILLER ECONOMÍA;No posee;NO;NO;NO;21
BUENOS AIRES;F;Concubinato;1;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;CRIA.LA PLATA 3RA;JEF.DEP.DE SEG.LA PLATA;NO;ECONÓMICA Y ADMINISTRACIÓN;No posee;NO;NO;NO;24
BUENOS AIRES;F;Casada/o;2;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER;Terciario Completo;SI;NO;NO;26
BUENOS AIRES;M;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLEREN ARTE-ARTE VISUALES;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;NO;SECUNDARIO COMPLETO;Posgrado Completo;SI;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLER;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;ENSENADA;BUENOS AIRES;CRIA.LA PLATA 1RA;JEF.DEP.DE SEG.LA PLATA;SI;TÉCNICO EN QUIMICA;Terciario Incompleto;SI;NO;NO;26
MAR DEL PLATA;M;Soltera/o;0;GENERAL PUEYRREDON;BUENOS AIRES;CRIA.MAR DEL PLATA 4TA;JEF.DEP.DE SEG.MAR DEL PLATA;NO;SECUNDARIO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;BACHILLER CIENCIAS SOCIALES Y HUMANIDADES;No posee;NO;NO;NO;22
BUENOS AIRES;F;Soltera/o;0;MORENO;BUENOS AIRES;CRIA.MORENO 8VA;JEF.DEP.DE SEG.MORENO;NO;CIENCIAS SOCIALES;No posee;SI;SI;NO;21
BS.AS;M;Soltera/o;0;AZUL;BUENOS AIRES;CRIA.AZUL 1RA;JEF.DEP.DE SEG.AZUL;SI;SECUNDARIO COMPLETO;No posee;SI;SI;NO;26
BUENOS AIRES;F;Casada/o;0;MERLO;BUENOS AIRES;CRIA.MERLO 1RA;JEF.DEP.DE SEG.MERLO;NO;BACHILLER EN LENGUAS EXTRANJERAS;Terciario Completo;SI;SI;SI;19
SANTA CRUZ;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLERATO EN CIENCIAS NATURALES;No posee;NO;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;NO;TÉCNICO EN ELECTROMECÁNICA;Universitario Incompleto;SI;NO;NO;24
BUENOS AIRES;F;Soltera/o;0;MUN.URB.DE LA COSTA;BUENOS AIRES;CRIA.DE LA COSTA 2DA;JEF.DEP.DE SEG.PINAMAR;NO;BACHILLER EN EDUCACIÓN FÍSICA;Universitario Incompleto;SI;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;CAPITAL FEDERAL;CIUDAD AUTÓNOMA DE BUENOS AIRES;CRIA.25 DE MAYO 1RA;JEF.DEP.DE SEG.25 DE MAYO;NO;BACHILLER DE CS.NATURALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 4TA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;SI;NO;22
BUENOS AIRES;F;Concubinato;2;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;FINES;No posee;SI;NO;NO;25
BUENOS AIRES;F;Soltera/o;1;CORONEL ROSALES;BUENOS AIRES;CRIA.BAHIA BLANCA 1RA;JEF.DEP.DE SEG.BAHIA BLANCA;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;SI;NO;NO;23
CHIVILCOY;F;Soltera/o;0;CHIVILCOY;BUENOS AIRES;EST.POL.COM.CHIVILCOY;JEF.DEP.DE SEG.MERCEDES;NO;BACHILLER;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;1;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA ESTE 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO COMPLETO;Terciario Incompleto;SI;SI;NO;21
BUENOS AIRES;F;Soltera/o;0;OLAVARRIA;BUENOS AIRES;CRIA.OLAVARRIA 1RA;JEF.DEP.DE SEG.AZUL;NO;BACHILLER;No posee;NO;NO;NO;19
BS AS;F;Soltera/o;0;DOLORES;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;EDUCACIÓN FÍSICA;Terciario Incompleto;NO;NO;NO;22
BUENOS AIRES;M;Soltera/o;0;PILAR;BUENOS AIRES;CRIA.PILAR 1RA;JEF.DEP.DE SEG.PILAR;NO;ARTES VISUALES;No posee;NO;SI;NO;24
BUENOS AIRES;F;Soltera/o;0;JOSE C.PAZ;BUENOS AIRES;CRIA.JOSE C.PAZ 1RA;JEF.DEP.DE SEG.PILAR;NO;BACHILLER EN ECONOMÍA Y ADMINISTRACIÓN;No posee;SI;SI;NO;23
BUENOS AIRES;M;Soltera/o;0;BAHIA BLANCA;BUENOS AIRES;CRIA.BAHIA BLANCA 4TA;JEF.DEP.DE SEG.BAHIA BLANCA;SI;BACHILLER DE ARTES VISUALES;No posee;SI;NO;NO;20
LOMAS DE ZAMORA;M;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LANUS 5TA;JEF.DEP.DE SEG.LANUS;SI;BACHILLER GESTION Y ADMINISTRACION;Terciario Incompleto;SI;SI;NO;25
BUENOS AIRES;F;Soltera/o;0;SAN VICENTE;BUENOS AIRES;CRIA.SAN VICENTE 2DA;JEF.DEP.DE SEG.SAN VICENTE;NO;BACHILLER EN CIENCIAS POLITICAS CON ORIENTACIÓN EN HUMANIDADES;No posee;SI;SI;SI;25
BUENOS AIRES;F;Soltera/o;1;MAIPU;BUENOS AIRES;EST.POL.COM.MAIPU;JEF.DEP.DE SEG.DOLORES;SI;BACHILLER CON ORIENTACIÓN EN PRODUCCIÓN DE BIENES Y SERVICIOS;Terciario Incompleto;SI;NO;NO;20
BUENOS AIRES;M;Soltera/o;0;EZEIZA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 1RA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER CON ORIENTACIÓN EN ECONOMÍA Y ADMINISTRACION;No posee;SI;SI;NO;24
BS.AS;F;Soltera/o;0;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 2DA;JEF.DEP.DE SEG.SAN NICOLAS;NO;BACHILLER EN CIENCIAS SOCIALES;No posee;NO;NO;NO;19
BUENOS AIRES;M;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ARTES VISUALES;No posee;SI;SI;NO;19
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA NORESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;BACHILLER EN CIENCIAS NATURALES;No posee;SI;SI;NO;19
BS AS;F;Soltera/o;2;PINAMAR;BUENOS AIRES;EST.POL.COM.PINAMAR;JEF.DEP.DE SEG.PINAMAR;NO;BACHILLER;No posee;NO;NO;NO;24
BUENOS AIRES;M;Soltera/o;0;LA PLATA;BUENOS AIRES;SUBCRIA.ARANA;JEF.DEP.DE SEG.LA PLATA;SI;BACHILLER CON ORIENTACIÓN SOCIAL;No posee;SI;SI;NO;19
BUENOS AIRES;M;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;NO;ECONOMIA Y GESTION;Terciario Completo;SI;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;BERAZATEGUI;BUENOS AIRES;CRIA.BERAZATEGUI 3RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;1;JUNIN;BUENOS AIRES;CRIA.JUNIN 1RA;JEF.DEP.DE SEG.JUNIN;NO;BACHILLERATO ADULTO ECONOMIA Y GESTION;No posee;NO;NO;NO;23
BUENOS AIRES;M;Soltera/o;2;FLORENCIO VARELA;BUENOS AIRES;CRIA.QUILMES 1RA;JEF.DEP.DE SEG.QUILMES;SI;BACHILLER EN HUMANIDADES;No posee;SI;SI;NO;24
BUENOS AIRES;M;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;SI;TÉCNICO AERONÁUTICO;Terciario Completo;SI;SI;SI;26
BUENOS AIRES;F;Soltera/o;0;JUNIN;BUENOS AIRES;CRIA.JUNIN 2DA;JEF.DEP.DE SEG.JUNIN;NO;ARTES VISUALES;No posee;NO;SI;NO;21
BUENOS AIRES;M;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 3RA;JEF.DEP.DE SEG.QUILMES;NO;TÉCNICO EN INFORMÁTICA;No posee;SI;NO;NO;19
BUENOS AIRES;F;Soltera/o;0;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN COMUNICACIÓN;No posee;NO;NO;NO;25
BUENOS AIRES;M;Soltera/o;0;OLAVARRIA;BUENOS AIRES;CRIA.OLAVARRIA 1RA;JEF.DEP.DE SEG.AZUL;NO;EN TRAMITE;No posee;NO;NO;NO;22
BUENOS AIRES;F;Casada/o;1;GONZALES CHAVEZ;BUENOS AIRES;CRIA.LA MATANZA SUR 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;ECONOMÍA Y GESTIÓN;No posee;SI;NO;NO;19
BJENOS AIRES;F;Soltera/o;3;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA OESTE 1RA;JEF.DEP.DE SEG.LA MATANZA;NO;ORIENTACION DE GESTIONY ADMINISTRACION ESPECIALIZADO EN MICROEMPRENDIMIENTO;No posee;NO;NO;NO;26
BUENOS AIRES;F;Soltera/o;1;LA PLATA;BUENOS AIRES;CRIA.LA PLATA 8VA;JEF.DEP.DE SEG.LA PLATA;NO;BACHILLERATO EN CIENCIAS NATURALES;Universitario Incompleto;SI;SI;NO;26
BUENOS AIRES;M;Soltera/o;0;9 DE JULIO;BUENOS AIRES;EST.POL.COM.NUEVE DE JULIO;JEF.DEP.DE SEG.PEHUAJO;SI;SECUNDARIO;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;0;LA MATANZA;BUENOS AIRES;CRIA.LA MATANZA SUR 2DA;JEF.DEP.DE SEG.LA MATANZA;NO;SECUNDARIO COMPLETO;No posee;SI;SI;NO;20
SAN NICOLAS DE LOS ARROYOS;M;Soltera/o;1;SAN NICOLAS;BUENOS AIRES;CRIA.SAN NICOLAS 1RA;JEF.DEP.DE SEG.SAN NICOLAS;SI;BACHILLER EN ECONOMIA;No posee;SI;SI;NO;22
BUENOS AIRES;F;Casada/o;1;CORONEL PRINGLES;BUENOS AIRES;EST.POL.COM.CORONEL PRINGLES;JEF.DEP.DE SEG.CNEL.SUAREZ;SI;BACHILLER CON ORIENTACION EN GESTION Y ADMINISTRACION;No posee;SI;NO;NO;21
BUENOS AIRES;F;Soltera/o;0;QUILMES;BUENOS AIRES;CRIA.QUILMES 4TA;JEF.DEP.DE SEG.QUILMES;NO;BACHILLER EN ECONOMIA Y GESTION DE LAS ORGANIZACIONES;No posee;NO;SI;NO;25
BUENOS AIRES;F;Soltera/o;0;LOMAS DE ZAMORA;BUENOS AIRES;CRIA.LOMAS DE ZAMORA 7MA;JEF.DEP.DE SEG.LANUS;NO;BACHILLER;No posee;NO;NO;NO;20
BUENOS AIRES;F;Soltera/o;3;MUN.URB.DE LA COSTA;BUENOS AIRES;CRIA.DOLORES;JEF.DEP.DE SEG.DOLORES;NO;SECUNDARIO COMPLETO;No posee;NO;NO;NO;26
BUENOS AIRES;F;Soltera/o;0;BRAGADO;BUENOS AIRES;EST.POL.COM.BRAGADO;JEF.DEP.DE SEG.PEHUAJO;NO;ARTES VISUALES;No posee;NO;NO;SI;22
BUENOS AIRES;M;Soltera/o;1;FLORENCIO VARELA;BUENOS AIRES;CRIA.FLORENCIO VARELA 1RA;JEF.DEP.DE SEG.QUILMES;NO;SI;No posee;NO;NO;NO;21
LA PAZ;M;Soltera/o;0;EZEIZA;BUENOS AIRES;EST.POL.COM.CORONEL SUAREZ 2DA;JEF.DEP.DE SEG.CNEL.SUAREZ;NO;BACHILLERATO EN ECONOMÍA;No posee;SI;NO;NO;18
